"mode","prepost","pid3","pid_strong","pid_lean","pid7","sp_serv","sp_serv_biden","sp_serv_trump","jobs_living","jobs_living_biden","jobs_living_trump","envir_business","envir_business_biden","envir_business_trump","abortion","abortion_salience","abortion_biden","abortion_trump","bible","adjust_change","family_ties","covid_approval","covid_response_speed","mail_in_attitude","police_treat","bidenft","trumpft","bidenft_post","trumpft_post","pocket","repro","votepres","turnout","mail_in","stateFIPS","attention_poli","age","marital","educ","educ5","race","gender","income","ideology","retro","religion","union","trans","immigration","gun_diff","offensive_language","harassment","no_children","arrested","feminist","flag","shark","family_importance"
3,3,3,NA,3,3,5,5,1,2,2,7,1,2,7,4,4,3,1,3,2,5,4,5,4,1,70,0,85,0,4,5,1,1,-1,8,1,69,6,6,4,1,1,2,2,5,5,2,5,4,1,1,2,1,1,1,2,2,5
3,3,3,NA,3,3,4,7,1,NA,1,7,1,1,7,4,5,4,1,3,2,2,4,5,7,1,85,0,100,0,3,4,1,1,-1,36,4,66,4,3,3,1,2,7,4,4,5,2,5,4,1,1,2,0,2,3,2,2,2
3,3,1,2,NA,2,NA,4,4,NA,4,6,NA,2,7,4,3,4,3,2,3,3,4,5,4,1,60,30,60,15,3,5,1,NA,2,17,3,46,3,6,4,1,2,22,4,5,4,2,6,4,1,2,3,0,2,3,2,2,3
3,3,1,1,NA,1,6,5,1,2,2,7,2,2,7,4,2,4,1,2,2,2,4,5,4,1,100,0,100,0,3,5,1,1,-1,48,1,65,4,8,5,1,1,22,4,5,1,2,5,4,1,2,3,0,2,3,1,2,2
3,3,1,2,NA,2,7,5,2,6,2,6,1,1,7,3,2,3,2,2,2,2,4,5,7,2,70,15,85,15,3,3,1,1,-1,18,3,50,1,3,3,1,1,14,3,3,2,1,1,4,3,2,3,0,2,3,2,2,2
3,3,1,2,NA,2,5,4,3,4,4,7,1,2,3,4,3,4,4,NA,3,3,4,5,7,4,50,85,60,85,4,4,2,1,-1,34,4,50,1,6,4,3,1,15,NA,4,3,2,1,4,3,3,3,0,2,3,2,2,3
3,3,3,NA,1,5,1,6,4,6,3,4,3,2,7,3,3,4,1,3,2,4,4,5,6,2,60,0,75,15,2,3,1,1,-1,51,3,29,1,5,3,6,1,19,5,3,4,2,4,4,3,3,3,1,2,1,2,2,4
3,3,3,NA,3,3,6,5,1,1,2,7,1,1,7,4,4,4,1,NA,5,3,4,5,4,2,85,0,85,0,2,5,1,1,-1,47,2,35,1,7,5,1,2,19,3,5,1,2,5,4,1,2,2,0,2,3,2,2,3
3,3,3,NA,3,3,6,6,6,5,5,7,1,3,7,4,3,4,1,3,2,4,4,5,4,1,70,0,70,0,5,5,1,1,-1,24,1,61,4,3,3,1,2,7,2,5,5,2,5,4,1,3,2,0,2,3,2,2,4
3,3,1,1,NA,1,7,7,1,1,1,7,1,1,7,2,4,2,2,1,1,1,4,5,4,1,100,0,100,0,5,5,1,1,-1,18,2,51,4,1,1,1,2,1,1,5,3,2,6,4,1,1,2,0,2,1,2,2,1
3,3,2,2,NA,6,NA,5,5,NA,3,4,4,4,4,2,1,2,2,2,1,3,3,3,4,1,30,60,40,60,2,3,2,1,-1,17,3,29,6,3,3,1,1,17,2,3,4,2,2,3,1,1,1,1,2,3,2,2,3
3,3,1,1,NA,1,6,6,1,3,3,7,1,1,7,3,2,4,2,2,5,3,4,5,6,1,100,0,100,0,3,5,1,1,-1,8,2,67,3,6,4,1,2,20,2,5,1,2,4,4,1,1,3,1,2,1,1,2,3
3,3,2,2,NA,6,2,5,3,6,2,5,5,6,5,3,2,2,3,2,2,3,2,4,2,2,30,85,30,85,2,3,2,1,-1,39,4,53,1,6,4,1,1,22,5,3,3,2,4,1,3,3,1,0,2,3,2,2,3
3,3,1,2,NA,2,4,5,1,2,1,7,4,2,7,4,4,4,1,3,4,2,4,5,4,1,85,0,85,0,3,5,1,1,-1,36,4,62,1,6,4,1,2,22,4,5,5,1,5,4,1,2,2,0,2,1,2,2,2
3,3,1,1,NA,1,6,5,1,3,3,7,2,2,7,4,4,4,2,2,4,2,4,5,4,2,70,15,85,15,2,5,1,1,-1,48,2,62,1,7,5,1,2,18,2,5,1,2,5,4,1,2,2,0,2,3,2,2,2
3,3,1,2,NA,2,7,6,1,1,2,7,1,3,7,2,4,4,1,2,1,5,4,5,1,2,50,0,70,0,5,5,1,1,-1,27,2,30,1,6,4,1,2,14,2,5,4,2,6,4,1,1,2,0,2,1,2,2,5
3,3,1,2,NA,2,5,5,1,6,5,7,7,2,7,4,3,4,1,NA,2,2,4,5,1,4,70,60,75,60,2,5,1,1,-1,6,4,NA,1,7,5,4,1,17,5,5,4,2,5,2,3,2,1,0,2,3,2,2,2
3,3,3,NA,1,5,NA,4,4,NA,4,4,NA,4,4,4,1,4,4,3,2,4,2,3,7,3,20,100,2,85,1,3,2,1,-1,26,2,55,4,3,3,1,1,1,4,3,5,2,4,1,3,4,1,1,1,3,2,2,4
3,3,3,NA,3,3,6,4,NA,6,4,4,NA,4,4,1,4,2,4,2,2,3,4,5,4,2,70,0,70,0,2,2,1,1,-1,48,3,31,1,NA,NA,3,2,8,NA,2,2,2,3,4,3,3,2,0,2,3,1,2,3
3,3,2,1,NA,7,1,2,2,5,1,5,7,1,7,2,3,4,2,1,NA,NA,1,3,7,NA,50,85,0,100,3,3,2,1,-1,42,1,53,1,2,2,1,1,21,6,3,4,2,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA
3,3,1,1,NA,1,5,5,2,4,4,6,3,2,7,4,4,4,1,3,2,3,4,5,4,2,70,NA,100,NA,3,3,1,NA,-8,26,1,66,4,2,2,5,2,3,3,3,3,2,5,4,1,1,2,0,2,1,2,2,3
3,3,2,1,NA,7,3,7,5,7,1,7,6,1,7,1,5,4,1,2,5,1,1,3,7,4,0,100,0,85,3,3,2,1,-1,42,2,80,1,6,4,1,1,1,6,3,2,2,1,1,2,3,3,0,2,3,1,2,1
3,3,1,1,NA,1,6,6,2,3,3,7,1,2,7,4,4,4,2,3,2,4,4,5,4,1,85,0,85,0,3,4,1,1,-1,25,2,59,1,7,5,1,2,21,2,4,1,2,6,4,1,1,2,0,2,1,1,2,4
3,3,2,1,NA,7,3,7,4,7,1,7,5,1,6,1,5,4,2,1,5,1,1,3,7,4,15,100,15,95,3,3,2,NA,1,13,2,68,1,6,4,1,2,9,7,3,1,2,1,1,2,4,1,1,2,3,1,2,1
3,3,2,1,NA,7,6,5,3,6,3,7,NA,3,6,4,4,2,3,NA,3,2,2,4,7,4,0,100,0,85,3,2,2,1,-1,36,1,49,1,6,4,1,2,17,5,2,3,1,5,1,3,4,3,0,2,3,2,2,2
3,3,1,1,NA,1,6,6,1,2,2,7,1,1,7,4,2,4,2,3,4,3,4,5,4,1,90,0,100,0,3,5,1,1,-1,39,1,70,4,7,5,1,2,10,2,5,2,2,6,4,1,2,3,0,2,1,1,2,3
3,3,1,1,NA,1,5,5,1,2,4,7,1,3,7,4,4,4,1,3,2,4,4,5,2,1,70,0,70,0,3,5,1,1,-1,6,1,36,6,7,5,1,2,11,1,5,5,2,6,4,1,3,2,1,2,1,2,2,4
3,3,2,1,NA,7,1,7,2,7,1,6,7,1,6,2,3,4,2,2,2,1,1,3,7,4,0,100,0,100,2,1,2,1,-1,55,2,49,1,4,3,1,1,21,7,1,4,1,1,1,3,3,1,0,2,3,1,2,1
3,3,1,2,NA,2,NA,5,1,2,3,6,NA,4,7,4,3,4,1,2,3,2,4,5,3,1,70,15,85,30,2,4,1,1,-1,6,4,19,6,3,3,3,1,1,NA,4,2,2,1,4,1,2,1,1,2,3,2,2,2
3,3,1,1,NA,1,7,5,2,2,4,7,1,3,7,4,5,4,1,3,2,5,4,5,1,1,70,0,70,0,3,5,1,1,-1,42,2,38,1,7,5,1,2,19,2,5,5,2,6,4,1,1,2,1,2,1,2,2,5
3,1,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,4,5,4,NA,60,50,NA,NA,4,5,NA,NA,-6,44,3,NA,NA,7,5,NA,2,NA,NA,5,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,3,NA,1,5,5,1,6,7,1,5,NA,2,4,1,5,4,1,1,NA,NA,1,3,7,NA,0,85,NA,NA,3,3,NA,NA,-6,19,4,25,6,2,2,1,1,7,NA,3,1,2,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA
3,3,1,1,NA,1,3,3,4,1,1,7,1,3,1,2,3,2,2,1,5,1,4,5,2,2,85,15,100,0,3,3,1,1,-1,40,2,66,1,3,3,5,1,4,2,3,1,2,5,3,1,2,2,0,1,3,2,2,1
3,3,2,2,NA,6,4,2,5,7,3,5,2,4,5,1,4,4,1,1,5,1,1,3,4,4,0,NA,0,89,3,5,2,1,-1,20,3,39,1,6,4,1,2,19,5,5,1,2,1,1,3,3,3,0,2,3,1,2,1
3,1,1,1,NA,1,7,7,7,1,1,7,7,7,1,4,5,4,1,1,NA,NA,4,5,7,NA,70,0,NA,NA,3,5,NA,NA,-6,39,1,79,3,3,3,2,2,4,4,5,1,2,6,4,NA,3,NA,NA,NA,NA,NA,NA,NA
3,3,2,1,NA,7,1,7,4,7,1,6,7,1,7,2,2,4,2,3,5,1,2,3,7,4,25,95,15,95,1,4,2,1,-1,6,1,NA,1,3,3,1,1,22,6,4,2,2,3,1,3,4,1,0,1,3,1,2,1
3,3,2,1,NA,7,2,7,3,3,1,2,7,1,7,3,3,4,2,1,3,3,1,3,7,4,0,100,15,85,4,4,2,1,-1,48,2,NA,1,6,4,1,1,15,6,4,2,2,1,1,3,3,1,0,2,3,1,2,3
3,1,2,1,NA,7,NA,1,7,4,1,4,NA,1,4,2,3,4,2,1,NA,NA,1,5,1,NA,0,100,NA,NA,3,3,NA,NA,-6,16,4,52,6,1,1,1,1,22,7,3,1,2,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA
3,3,1,1,NA,1,7,6,1,1,2,7,1,1,7,2,4,4,1,2,2,5,4,5,1,1,75,0,80,0,2,5,1,1,-1,29,2,34,1,7,5,1,2,15,2,5,2,2,6,4,1,2,3,0,2,1,2,2,5
3,3,3,NA,3,3,5,5,1,NA,4,7,1,3,7,5,3,3,2,NA,2,2,4,5,4,1,85,15,85,0,3,4,1,1,-1,48,3,30,1,7,5,3,2,21,4,4,2,2,3,4,1,1,1,0,2,3,2,2,2
3,3,2,2,NA,6,7,7,7,3,1,1,1,2,2,4,2,4,4,3,NA,NA,3,3,7,NA,70,60,50,40,4,3,NA,NA,-1,47,3,47,1,2,2,2,1,9,3,3,3,2,6,1,NA,4,NA,NA,NA,NA,NA,NA,NA
3,3,2,2,NA,6,2,7,3,5,1,6,5,1,6,3,3,4,2,2,4,1,4,2,7,4,NA,40,0,100,1,5,1,NA,1,42,2,66,1,8,5,1,1,22,5,5,3,2,1,3,3,4,1,0,2,3,1,2,1
3,1,3,NA,2,4,4,5,1,4,3,7,1,3,7,4,3,4,1,3,NA,NA,4,5,4,NA,70,0,NA,NA,4,5,NA,NA,-6,42,2,58,6,6,4,1,1,2,4,5,5,2,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA
3,3,2,2,NA,6,6,5,2,1,1,7,1,1,7,4,2,4,1,3,1,1,4,1,4,1,85,60,60,40,2,4,1,1,-1,6,2,73,1,3,3,4,1,7,5,4,4,2,5,1,1,3,1,0,2,3,2,2,1
3,3,1,2,NA,2,5,5,1,3,1,7,3,4,7,4,2,1,1,2,2,4,4,4,3,1,85,0,90,0,1,3,1,1,-1,48,2,26,6,6,4,3,1,10,4,3,3,2,5,4,1,2,2,1,2,3,1,2,4
3,3,3,NA,3,3,5,5,1,2,2,6,1,1,7,4,5,4,2,3,2,2,4,5,4,1,85,NA,85,0,2,4,1,NA,-8,24,1,80,1,7,5,1,1,21,4,4,3,2,6,4,1,2,2,0,2,1,1,2,2
3,3,1,2,NA,2,3,6,3,6,4,6,4,4,4,3,1,NA,NA,1,5,2,1,3,7,4,30,75,30,88,1,2,2,1,-1,21,3,50,1,8,5,1,2,NA,4,2,1,1,1,1,3,3,3,0,2,3,1,2,2
3,1,1,2,NA,2,7,1,7,1,1,7,1,1,7,1,2,3,1,1,NA,NA,1,4,3,NA,NA,100,NA,NA,1,1,NA,NA,-6,13,3,26,6,1,1,1,1,1,6,1,3,2,6,1,NA,4,NA,NA,NA,NA,NA,NA,NA
3,3,1,1,NA,1,4,4,4,3,3,5,1,2,6,4,4,3,2,1,5,1,4,5,7,1,65,40,100,0,4,5,NA,NA,-1,47,2,54,6,2,2,1,1,2,NA,5,2,2,1,4,3,4,3,1,2,3,2,2,1
3,3,3,NA,3,3,4,NA,5,4,4,5,1,4,4,4,1,NA,NA,3,1,3,4,5,2,1,60,40,70,40,1,1,1,1,-1,36,4,31,6,3,3,2,1,15,5,1,3,1,4,3,1,2,2,1,2,3,2,2,3
3,3,1,1,NA,1,6,5,1,1,3,7,NA,4,7,4,5,4,1,2,1,4,4,5,2,1,90,0,100,0,2,4,1,1,-1,24,3,34,6,6,4,NA,2,NA,4,4,1,2,6,4,1,1,2,1,2,1,2,2,4
3,3,2,2,NA,6,NA,4,4,4,1,7,1,1,7,4,3,4,2,2,2,4,4,5,4,2,70,0,70,15,3,5,1,1,-1,42,3,30,6,7,5,1,2,20,5,5,5,2,6,3,1,2,2,1,2,3,1,2,4
3,3,2,2,NA,6,NA,5,3,4,3,6,2,2,7,4,3,4,2,2,5,1,4,5,4,4,85,15,100,30,2,5,1,NA,2,24,2,68,1,8,5,1,1,21,4,5,3,2,5,4,3,1,3,0,2,3,1,2,1
3,1,2,1,NA,7,NA,6,3,NA,2,6,NA,6,5,2,2,4,1,2,NA,NA,1,3,6,NA,0,85,NA,NA,1,2,NA,NA,-7,13,1,78,1,2,2,1,2,8,7,2,1,2,6,2,NA,3,NA,NA,NA,NA,NA,NA,NA
3,3,3,NA,1,5,5,6,1,7,5,7,3,2,7,2,3,4,2,NA,2,4,4,5,2,3,60,0,70,10,2,5,1,1,-1,16,2,29,1,7,5,1,1,19,4,5,2,2,4,4,3,3,2,1,2,1,2,2,4
3,3,1,1,NA,1,NA,3,1,NA,4,7,2,4,6,4,4,NA,NA,2,2,2,4,5,4,2,100,0,100,0,3,4,1,1,-1,8,2,71,1,2,2,1,2,NA,4,4,1,2,6,4,3,1,2,1,2,3,1,2,2
3,3,1,1,NA,1,7,7,7,1,1,7,NA,7,7,4,3,4,4,1,2,1,4,5,2,1,85,NA,100,0,4,5,1,1,-1,12,2,55,1,2,2,2,2,3,4,5,1,2,2,4,1,1,1,1,2,3,2,2,1
3,3,3,NA,3,3,4,4,3,4,4,4,1,2,6,4,2,4,4,2,2,3,4,5,4,2,50,40,85,40,2,3,1,1,-1,34,4,18,6,3,3,2,1,11,4,3,5,2,2,4,1,4,2,1,2,3,2,2,3
3,3,1,1,NA,1,6,5,1,2,3,6,1,3,7,4,4,4,2,3,2,2,4,5,4,1,70,0,60,0,4,5,1,1,-1,39,2,29,1,7,5,1,2,18,2,5,5,2,6,4,1,1,3,0,2,1,2,1,2
3,3,2,2,NA,6,3,4,6,5,2,6,6,2,7,3,4,4,3,1,5,2,1,3,7,1,5,65,35,65,1,1,2,1,-1,4,4,55,6,6,4,1,2,10,6,1,1,2,2,1,1,2,2,0,1,3,2,2,2
3,3,1,2,NA,2,7,2,2,NA,4,4,NA,4,4,4,5,4,4,2,3,3,2,5,4,1,0,0,50,0,3,3,NA,NA,-1,49,4,49,4,3,3,1,2,5,NA,3,1,2,2,1,3,4,3,1,1,1,2,2,3
3,3,3,NA,1,5,NA,4,2,4,4,7,6,4,7,2,2,NA,1,3,2,3,4,5,4,2,50,30,20,33,3,5,2,1,-1,53,2,37,6,3,3,1,1,10,NA,5,5,2,3,NA,3,2,2,0,2,3,1,2,3
3,3,2,2,NA,6,NA,3,4,NA,1,7,NA,2,5,1,5,1,1,3,3,1,2,4,4,3,0,60,0,85,4,4,2,1,-1,38,4,48,1,5,3,1,2,1,NA,4,4,2,4,3,1,4,1,0,2,3,2,2,1
3,3,3,NA,1,5,3,7,3,7,1,5,6,1,7,1,5,4,2,1,NA,NA,3,3,7,NA,10,85,NA,NA,3,2,NA,1,-1,29,2,60,1,6,4,1,2,7,7,2,1,2,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA
3,3,2,1,NA,7,3,6,3,7,2,7,6,2,6,2,4,4,2,2,5,1,2,3,7,4,40,95,30,100,2,3,2,1,-1,8,2,74,1,7,5,1,1,15,7,3,3,2,1,1,2,4,1,0,2,3,1,2,1
3,3,1,1,NA,1,5,4,1,2,2,7,1,1,7,4,2,4,1,2,1,3,4,5,1,1,100,0,100,0,4,5,1,1,-1,53,2,63,4,5,3,1,1,22,4,5,2,2,5,4,3,3,2,0,2,3,2,2,3
3,3,2,1,NA,7,4,1,4,5,1,5,4,1,4,4,5,1,NA,2,1,1,1,3,4,4,0,100,0,100,4,3,2,NA,2,16,2,71,1,3,3,1,1,NA,6,3,3,2,1,1,3,4,1,0,2,3,2,2,1
3,3,1,1,NA,1,6,5,2,2,3,7,1,2,7,4,2,3,1,3,1,4,4,5,2,1,85,0,85,0,3,5,1,1,-1,37,2,48,1,6,4,1,2,12,2,5,5,2,5,4,1,1,3,0,2,1,2,2,4
3,3,3,NA,1,5,4,6,1,NA,3,7,2,2,7,2,3,3,2,3,4,2,4,5,4,1,85,0,85,0,3,4,1,1,-1,55,2,70,4,NA,NA,1,2,6,4,4,4,2,4,4,1,2,2,1,2,3,2,2,2
3,3,1,1,NA,1,7,6,1,2,4,7,1,2,7,3,4,3,2,3,2,4,4,5,4,1,85,0,100,0,3,5,1,NA,1,27,2,60,1,5,3,1,2,7,2,5,3,2,6,4,1,1,3,0,2,1,2,2,4
3,3,2,2,NA,6,NA,4,4,7,1,6,NA,4,4,3,4,4,1,2,3,1,2,3,6,4,15,85,0,100,1,1,2,1,-1,39,4,38,1,5,3,1,1,18,6,1,2,1,1,1,1,4,3,0,2,3,1,2,1
3,3,3,NA,2,4,7,5,5,6,6,4,4,4,4,2,2,3,2,2,2,2,4,5,6,3,65,50,65,65,2,5,1,1,-1,34,2,42,1,6,4,3,2,13,4,5,2,2,2,4,1,2,1,0,2,3,2,2,2
3,1,3,NA,1,5,5,6,1,5,3,6,2,2,7,2,5,4,3,2,NA,NA,4,5,4,NA,65,10,NA,NA,3,5,NA,NA,-6,40,3,42,6,7,5,1,2,10,4,5,1,1,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA
3,3,2,1,NA,7,2,7,3,7,1,7,7,1,6,1,5,4,2,1,5,1,1,3,7,NA,0,100,0,100,3,4,2,1,-1,40,2,64,1,4,3,1,2,NA,6,4,2,2,1,1,3,4,NA,NA,NA,NA,NA,NA,1
3,3,1,1,NA,1,7,7,1,1,3,7,4,4,7,4,5,4,1,3,1,5,4,5,1,1,100,0,100,0,5,5,NA,2,-1,6,1,53,6,3,3,1,2,1,1,5,3,2,6,4,1,3,1,0,2,1,2,2,5
3,3,2,1,NA,7,3,7,3,5,1,6,7,1,7,2,4,4,2,1,3,1,2,3,6,4,0,85,0,100,4,2,2,1,-1,21,1,49,1,4,3,1,1,5,6,2,1,1,1,1,3,4,3,0,1,3,1,2,1
3,3,3,NA,1,5,3,7,2,5,1,7,3,1,6,5,2,4,2,1,5,1,2,3,7,4,30,30,0,15,3,5,NA,2,-1,23,2,80,1,6,4,1,1,22,5,5,1,2,5,3,2,4,1,0,2,3,1,2,1
3,3,1,1,NA,1,7,7,7,7,7,7,7,7,6,2,3,2,2,2,1,1,4,5,4,2,85,50,85,30,2,5,NA,NA,-1,42,2,69,5,2,2,1,2,6,NA,5,3,2,2,1,1,3,2,0,2,3,1,2,1
3,3,3,NA,3,3,4,4,1,3,3,7,2,3,7,4,3,3,1,3,2,2,4,5,1,3,70,NA,70,0,3,3,1,1,-1,36,2,79,1,3,3,1,1,14,3,3,3,2,5,4,1,3,3,0,2,3,2,2,2
3,1,3,NA,1,5,4,7,4,4,1,4,7,1,1,1,5,4,1,1,NA,NA,1,3,7,NA,0,100,NA,NA,3,1,NA,NA,-6,15,4,65,4,1,1,6,2,7,4,1,1,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA
3,3,2,2,NA,6,2,7,4,7,1,7,5,1,5,5,3,4,2,3,4,1,1,3,7,6,0,85,0,85,1,3,2,1,-1,42,2,45,1,7,5,1,1,21,6,3,2,2,1,1,3,4,1,0,2,3,2,2,1
3,3,3,NA,3,3,6,5,1,2,4,7,1,3,7,4,4,3,1,3,1,4,4,5,4,1,40,0,70,0,3,3,1,1,-1,28,3,32,6,5,3,1,2,10,2,3,5,2,6,4,1,2,2,1,1,1,2,2,4
3,3,1,1,NA,1,4,4,1,6,6,7,1,2,7,4,4,3,1,2,4,4,4,5,2,1,85,0,100,0,3,5,1,1,-1,13,1,65,1,3,3,1,2,12,3,5,4,2,6,4,1,2,2,1,2,1,1,2,4
3,3,3,NA,1,5,1,7,1,4,1,4,4,1,7,4,5,1,3,3,2,3,1,3,7,4,0,100,0,100,3,5,2,1,-1,35,1,29,5,1,1,1,2,6,4,5,5,2,1,1,2,4,1,0,1,3,2,2,3
3,3,3,NA,2,4,NA,3,1,2,4,3,4,4,7,3,3,2,1,1,4,2,4,5,4,3,4,6,85,30,3,4,1,1,-1,12,2,80,3,NA,NA,1,2,11,4,4,2,2,5,3,1,3,1,0,2,3,2,2,2
3,3,2,2,NA,6,1,7,2,7,1,7,7,1,6,1,3,4,1,1,3,1,1,3,7,4,NA,100,0,100,2,2,2,1,-1,38,1,58,6,4,3,1,1,10,NA,2,1,2,1,1,3,4,1,1,2,3,1,2,1
3,3,1,1,NA,1,7,7,7,NA,5,7,1,4,7,2,3,2,4,2,3,2,4,5,4,1,50,0,70,0,2,3,NA,NA,-1,6,3,18,6,1,1,3,2,15,NA,3,1,2,2,4,1,1,3,1,2,3,2,2,2
3,3,3,NA,3,3,7,7,1,1,1,7,NA,3,3,4,1,4,1,1,3,3,4,5,4,1,100,0,100,50,3,5,1,1,-1,12,4,NA,1,3,3,5,1,10,NA,5,5,2,5,4,3,1,3,0,2,3,2,2,3
3,3,2,1,NA,7,5,4,6,6,5,7,7,5,7,1,4,4,4,1,2,1,1,3,2,4,50,100,70,85,2,4,2,NA,1,36,2,75,4,4,3,1,1,12,NA,4,1,2,6,1,3,2,1,0,2,3,1,2,1
3,3,1,2,NA,2,NA,5,1,2,4,6,1,1,7,4,4,4,1,2,1,4,4,5,1,1,70,0,75,0,3,4,1,1,-1,6,1,20,6,6,4,3,1,20,3,4,2,2,5,4,3,1,2,1,2,1,1,2,4
3,3,1,1,NA,1,5,6,3,NA,4,4,NA,4,4,4,5,4,1,1,2,1,1,3,4,4,100,60,100,15,3,3,1,1,-1,12,3,35,6,3,3,2,2,11,NA,3,3,2,1,3,3,2,3,0,1,3,2,2,1
3,3,1,1,NA,1,7,6,1,7,3,7,1,2,7,4,2,4,1,2,1,5,4,5,4,1,100,0,100,0,5,5,1,1,-1,6,1,62,6,3,3,1,1,5,2,5,5,2,6,4,1,2,3,1,2,3,2,2,5
3,3,3,NA,3,3,7,5,1,NA,7,7,1,4,7,5,3,2,1,3,1,5,4,5,1,1,60,0,60,0,3,5,1,1,-1,37,1,65,1,8,5,2,1,10,1,5,5,2,6,4,1,1,2,1,2,1,2,2,5
3,3,3,NA,2,4,NA,4,4,NA,4,4,NA,4,4,4,3,4,4,2,2,2,3,3,4,3,40,0,60,0,2,5,NA,NA,2,53,3,66,3,3,3,1,2,11,NA,5,2,2,1,4,1,2,2,0,2,3,2,2,2
3,3,2,1,NA,7,3,6,2,7,1,7,1,3,3,3,4,2,2,1,5,2,3,4,1,4,40,85,85,60,3,2,2,1,-1,48,1,76,3,3,3,1,2,5,6,2,2,2,5,1,1,4,3,0,2,3,1,2,2
3,3,1,1,NA,1,6,5,1,1,3,7,1,3,7,4,4,4,1,NA,1,3,4,5,4,1,100,0,85,0,4,5,1,1,-1,5,2,54,1,6,4,1,2,5,2,5,4,2,5,4,1,2,3,0,2,1,2,2,3
3,3,1,1,NA,1,7,5,1,1,3,7,1,3,7,4,5,4,1,3,1,5,4,5,4,1,80,0,90,0,3,5,1,1,-1,53,1,55,1,7,5,1,1,18,1,5,5,2,6,4,1,1,2,0,2,1,2,2,5
3,3,1,1,NA,1,7,7,1,1,3,7,1,1,7,4,4,4,1,3,2,3,4,5,4,1,100,0,100,0,3,5,1,1,-1,6,2,45,5,6,4,3,2,21,NA,5,5,1,6,4,1,1,2,0,2,3,2,2,3
3,3,3,NA,3,3,5,6,4,3,4,6,3,2,5,4,4,3,2,3,4,1,2,3,4,3,50,70,60,70,3,4,NA,NA,-1,26,2,71,4,4,3,1,1,12,3,4,4,2,NA,2,3,4,3,0,2,3,1,2,1
3,3,3,NA,3,3,6,7,7,NA,1,7,1,1,7,4,5,4,1,3,5,3,4,5,1,1,100,15,100,40,4,5,1,NA,2,47,3,73,6,2,2,5,2,1,4,5,2,2,5,4,1,4,3,1,2,3,2,2,3
3,3,2,1,NA,7,NA,5,5,6,1,7,6,1,7,3,5,4,2,2,5,4,2,3,4,3,15,70,15,65,3,3,2,1,-1,6,2,39,1,7,5,1,2,18,5,3,1,2,4,1,3,3,1,1,2,3,2,2,4
3,3,1,1,NA,1,7,6,3,1,2,7,1,2,7,5,5,4,2,3,1,5,4,5,1,1,85,0,70,0,2,5,1,1,-1,29,2,37,1,6,4,1,2,21,1,5,5,2,6,4,1,1,2,1,2,1,2,2,5
3,3,1,1,NA,1,6,5,1,4,4,7,4,4,6,4,3,3,1,1,4,4,4,5,7,1,100,15,NA,0,3,3,1,1,-1,24,4,35,6,1,1,2,1,4,3,3,2,2,5,4,1,3,1,1,1,3,2,2,4
3,3,2,2,NA,6,2,7,3,7,2,5,4,1,4,3,2,4,3,2,NA,1,1,3,7,4,15,85,0,90,3,1,2,1,-1,44,1,NA,1,6,4,1,2,NA,6,1,2,2,NA,1,3,4,1,0,2,3,1,2,1
3,3,3,NA,2,4,4,6,3,4,2,6,2,1,6,4,4,4,1,3,2,2,4,4,7,4,60,15,70,30,4,5,1,1,-1,25,1,59,1,3,3,1,1,22,5,5,4,2,5,1,1,1,2,0,2,3,2,2,2
3,3,1,2,NA,2,6,4,6,NA,2,6,NA,2,6,1,5,4,1,2,2,2,4,4,4,1,70,0,85,0,2,4,1,1,-1,37,3,40,1,7,5,1,2,11,3,4,1,2,3,4,1,1,2,0,2,3,2,2,2
3,1,3,NA,2,4,3,6,3,6,2,6,4,2,6,4,5,4,4,3,NA,NA,3,5,7,NA,15,60,NA,NA,1,1,NA,NA,-6,29,2,36,1,4,3,1,2,1,3,1,4,2,6,1,NA,4,NA,NA,NA,NA,NA,NA,NA
3,3,3,NA,3,3,1,5,3,4,2,7,2,2,7,4,4,4,1,NA,2,1,4,5,6,5,60,15,70,40,3,5,1,1,-1,11,2,32,1,6,4,1,1,21,4,5,4,2,6,4,1,4,3,0,2,3,2,2,1
3,3,2,1,NA,7,3,7,7,3,3,3,2,4,3,4,4,1,4,2,2,2,3,4,4,4,60,50,15,85,4,1,2,1,-1,29,3,24,6,4,3,1,2,10,6,1,4,2,2,1,3,3,3,0,2,3,1,2,2
3,3,3,NA,1,5,4,7,4,7,1,7,7,1,4,2,4,4,2,1,5,1,1,3,7,2,0,85,0,100,2,1,2,1,-1,22,1,65,1,3,3,1,1,17,6,1,1,2,1,1,3,4,3,0,1,3,1,2,1
3,3,1,1,NA,1,4,5,1,3,3,6,1,2,7,4,3,4,2,3,2,3,4,5,1,1,70,0,85,0,4,3,1,1,-1,37,1,71,4,6,4,1,1,5,2,3,5,2,6,4,1,2,3,0,1,1,2,2,3
