"mode","prepost","pid3","pid_strong","pid_lean","pid7","sp_serv","sp_serv_biden","sp_serv_trump","jobs_living","jobs_living_biden","jobs_living_trump","envir_business","envir_business_biden","envir_business_trump","abortion","abortion_salience","abortion_biden","abortion_trump","bible","adjust_change","family_ties","covid_approval","covid_response_speed","mail_in_attitude","police_treat","bidenft","trumpft","bidenft_post","trumpft_post","pocket","repro","votepres","turnout","mail_in","stateFIPS","attention_poli","age","marital","educ","educ5","race","gender","income","ideology","retro","religion","union","trans","immigration","gun_diff","offensive_language","harassment","no_children","arrested","feminist","flag","shark","family_importance"
3,3,3,NA,1,5,5,6,1,4,3,7,3,2,7,3,2,3,1,3,2,2,4,5,2,2,85,1,85,15,5,5,1,1,-1,31,1,50,1,6,4,1,1,18,4,5,3,2,1,4,1,3,2,0,2,3,1,2,2
3,3,2,1,NA,7,2,7,4,7,2,5,6,2,5,2,4,4,2,2,5,1,1,3,7,3,15,70,20,80,2,4,2,1,-1,4,2,57,1,3,3,1,1,16,7,4,2,2,2,1,3,3,1,0,1,3,1,2,1
3,3,2,1,NA,7,1,6,1,7,NA,6,6,NA,7,1,5,4,1,1,5,1,1,3,7,NA,NA,100,15,100,2,NA,2,1,-1,51,2,76,1,1,1,1,1,NA,6,NA,1,2,1,1,3,NA,2,0,2,3,1,2,1
3,3,3,NA,2,4,4,7,4,5,2,6,6,1,6,2,2,4,2,2,3,2,2,3,6,3,0,70,15,30,1,5,2,1,-1,47,2,71,1,8,5,1,1,16,5,5,2,2,2,1,3,3,3,0,2,3,1,2,2
3,3,1,1,NA,1,5,5,2,4,4,7,3,3,7,4,2,4,1,3,1,3,4,5,1,1,95,0,100,0,3,5,1,1,-1,12,2,58,1,6,4,1,2,20,2,5,5,2,6,4,1,2,3,0,2,3,1,2,3
3,1,3,NA,2,4,7,2,5,NA,5,2,2,5,3,2,5,3,2,2,NA,NA,2,5,4,NA,15,85,NA,NA,3,1,NA,NA,-6,47,2,47,1,5,3,1,2,14,5,1,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA
3,3,3,NA,1,5,NA,4,6,NA,4,4,NA,4,4,4,4,1,4,NA,3,3,2,3,6,4,0,100,30,100,2,3,2,1,-1,6,4,43,4,6,4,1,2,5,NA,3,3,2,1,1,1,3,1,1,2,3,2,2,3
3,3,1,1,NA,1,NA,7,4,5,7,5,6,5,4,3,2,1,2,3,3,3,1,5,6,4,0,100,60,60,3,3,2,1,-1,26,3,22,4,2,2,1,1,1,4,3,2,2,6,1,2,2,2,0,2,2,2,2,3
3,3,3,NA,2,4,2,4,4,7,1,6,7,4,4,2,3,4,2,NA,2,1,2,2,7,NA,0,70,0,40,3,5,NA,NA,-1,27,2,69,1,4,3,1,1,NA,4,5,3,2,1,1,3,NA,NA,NA,NA,NA,NA,2,1
3,3,2,1,NA,7,3,7,4,7,1,6,5,1,4,1,4,4,3,1,4,1,1,3,7,4,0,100,30,100,2,4,2,1,-1,26,3,62,1,3,3,1,2,15,6,4,2,2,1,1,3,3,3,0,2,3,2,2,1
3,3,3,NA,1,5,4,7,4,6,2,6,7,1,7,3,2,4,2,2,2,1,1,3,7,2,15,NA,40,85,2,5,2,NA,2,32,2,73,1,5,3,3,1,9,6,5,2,2,1,1,3,3,3,0,2,3,1,2,1
3,3,2,1,NA,7,3,7,3,6,1,4,6,1,5,1,5,4,2,2,5,1,1,3,7,2,0,99,0,100,2,1,2,1,-1,17,2,32,1,6,4,1,2,1,6,1,1,2,1,1,3,1,2,0,2,3,1,2,1
3,3,1,2,NA,2,7,6,2,1,1,7,1,3,7,4,4,4,2,2,4,2,4,5,3,1,50,0,90,15,2,5,1,1,-1,36,2,30,1,7,5,3,2,21,2,5,1,2,6,4,1,2,3,1,2,1,2,2,2
3,3,3,NA,3,3,NA,5,1,4,1,7,1,1,7,4,4,4,1,3,1,1,4,5,2,1,85,0,85,0,5,5,1,1,-1,26,3,47,4,3,3,1,1,5,4,5,4,2,6,4,3,1,3,0,1,1,1,2,1
3,3,2,1,NA,7,4,6,4,7,1,7,4,1,6,1,5,4,2,1,5,1,1,3,7,1,0,100,15,100,3,4,2,1,-1,47,4,35,1,6,4,1,2,19,7,4,1,2,1,1,3,4,3,0,2,3,2,2,1
3,3,2,1,NA,7,3,7,2,6,1,7,6,1,7,3,2,4,2,2,4,1,2,3,7,4,40,85,0,90,3,4,2,1,-1,1,2,66,1,2,2,1,2,6,6,4,2,2,1,1,2,3,1,0,2,3,2,2,1
3,3,1,2,NA,2,6,5,1,2,3,7,1,3,7,4,4,4,2,2,2,4,4,5,4,2,85,0,90,0,3,3,1,1,-1,35,2,42,4,5,3,3,2,10,2,3,3,2,5,4,1,1,3,0,2,1,1,2,4
3,3,1,2,NA,2,7,5,7,1,2,6,NA,5,3,4,5,4,3,2,2,5,4,5,6,4,0,0,60,30,1,4,1,1,-1,17,4,25,6,6,4,1,2,8,4,4,5,2,6,4,2,1,1,1,2,1,2,2,5
3,3,NA,NA,3,3,7,7,1,1,3,7,1,1,7,4,4,4,1,3,1,5,4,5,4,4,80,0,100,0,5,5,NA,2,-1,53,1,31,1,3,3,6,1,2,2,5,2,2,6,4,3,3,2,0,2,1,1,2,5
3,3,1,1,NA,1,7,7,7,NA,7,7,NA,7,7,1,3,4,4,1,1,1,4,5,4,1,15,15,50,70,5,3,2,NA,1,18,2,36,6,2,2,2,2,4,NA,3,3,2,2,1,1,2,1,1,1,3,2,2,1
3,3,1,2,NA,2,3,4,1,5,2,7,4,2,7,3,3,4,1,2,4,1,4,5,4,1,95,0,95,0,2,5,1,1,-1,39,2,63,1,6,4,1,1,20,5,5,2,2,1,3,1,2,1,0,2,3,1,2,1
3,3,NA,NA,2,4,7,4,3,4,4,4,4,4,4,1,4,4,4,1,1,1,2,4,4,1,50,40,70,60,4,3,NA,NA,-1,6,4,54,4,1,1,3,1,NA,4,3,2,2,5,2,1,4,3,0,1,3,2,2,1
3,3,1,2,NA,2,NA,3,2,5,NA,6,3,NA,NA,3,1,4,NA,2,2,1,4,5,4,4,60,15,70,0,3,4,1,1,-1,21,4,64,1,2,2,1,2,11,NA,4,1,2,NA,NA,1,NA,1,1,2,3,1,2,1
3,3,2,2,NA,6,5,5,5,5,5,5,5,5,5,4,3,4,3,1,2,2,4,4,1,4,70,0,70,0,2,3,NA,NA,-1,17,2,62,1,1,1,1,2,3,4,3,3,2,6,4,1,2,3,0,2,3,1,2,2
3,3,3,NA,2,4,7,6,1,NA,4,1,4,4,7,4,4,4,1,3,1,2,4,5,1,1,100,0,100,0,5,5,1,1,-1,50,1,59,1,3,3,2,NA,NA,4,5,3,2,6,4,1,NA,3,0,1,3,2,2,2
3,3,2,1,NA,7,3,6,2,7,1,6,5,2,6,4,1,NA,3,NA,3,1,4,5,4,3,0,85,15,40,3,4,2,1,-1,17,3,74,1,6,4,1,1,NA,6,4,5,2,1,1,3,4,1,0,2,3,2,2,1
3,3,1,2,NA,2,3,5,1,4,2,7,1,2,7,4,5,3,1,3,2,4,4,5,4,2,85,0,90,0,4,5,1,1,-1,12,1,48,6,6,4,1,1,4,4,5,4,2,6,4,3,2,3,1,1,3,2,2,4
3,3,1,2,NA,2,5,4,1,2,3,7,2,4,7,3,3,4,1,3,2,3,4,5,2,1,100,0,85,0,3,5,1,1,-1,55,2,66,1,3,3,1,2,14,2,5,2,2,NA,4,1,2,3,0,2,3,2,2,3
3,3,2,1,NA,7,6,7,5,4,1,5,4,1,5,1,5,4,1,1,5,1,1,3,7,4,0,100,0,100,1,4,NA,NA,-1,37,2,73,1,1,1,1,1,10,7,4,1,2,1,1,3,4,3,0,2,3,1,2,1
3,3,3,NA,2,4,7,5,1,NA,4,7,1,2,7,4,3,4,2,3,1,1,4,5,7,6,15,70,0,100,5,1,2,1,-1,5,1,30,6,6,4,6,1,8,4,1,5,2,1,1,3,4,1,1,1,3,2,2,1
3,3,2,1,NA,7,4,7,4,7,2,6,5,2,5,2,5,4,2,2,5,1,1,3,6,4,NA,85,0,100,3,2,2,1,-1,29,2,63,1,3,3,1,1,9,7,2,2,1,1,1,3,3,1,0,2,3,1,2,1
3,3,1,2,NA,2,6,6,1,2,2,7,2,2,7,3,2,3,1,1,4,1,4,5,3,1,100,0,100,0,4,3,1,1,-1,1,1,69,1,2,2,2,1,10,NA,3,1,2,3,4,1,1,2,0,1,3,1,2,1
3,3,1,1,NA,1,NA,5,3,1,2,2,NA,2,5,2,4,4,1,1,2,1,4,5,4,1,70,30,70,30,3,5,1,1,-1,28,2,61,1,6,4,2,2,10,3,5,1,2,1,4,1,2,3,0,2,3,2,2,1
3,3,2,1,NA,7,NA,1,5,7,1,6,1,6,4,2,4,4,1,2,4,1,1,1,7,4,0,100,0,100,2,3,2,1,-1,42,2,43,4,2,2,1,1,20,7,3,2,2,1,1,3,4,3,0,2,2,1,2,1
3,3,2,1,NA,7,1,7,1,6,1,6,7,1,7,2,5,4,2,1,5,1,1,3,7,4,0,100,0,100,2,1,2,1,-1,1,1,68,4,6,4,1,1,10,7,1,1,2,1,1,2,2,3,0,2,3,2,2,1
3,3,2,2,NA,6,2,6,2,7,1,7,4,1,7,3,2,4,2,2,2,1,3,5,6,4,40,60,35,65,1,3,2,1,-1,8,1,58,1,6,4,1,1,22,5,3,4,2,1,1,3,3,1,0,1,3,2,2,1
3,1,2,1,NA,7,4,7,1,4,1,5,7,1,7,1,5,4,1,1,NA,NA,1,3,7,NA,0,100,NA,NA,4,1,NA,NA,-6,22,1,58,1,6,4,1,1,20,7,1,1,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3,3,2,1,NA,7,7,1,7,7,3,7,4,4,5,2,3,4,3,1,2,1,1,3,7,4,0,100,0,100,2,1,2,1,-1,47,2,65,1,3,3,1,2,11,NA,1,1,2,1,1,2,4,2,0,2,3,1,2,1
3,3,NA,NA,3,3,7,6,1,2,2,7,1,2,7,4,5,NA,NA,3,1,3,4,5,4,1,85,0,0,0,5,5,1,NA,2,5,1,78,6,6,4,1,1,2,1,5,1,2,5,4,1,1,2,0,1,1,2,2,3
3,3,2,1,NA,7,2,7,3,7,1,6,6,1,6,2,5,4,2,1,5,1,1,3,7,3,15,100,0,100,2,5,2,1,-1,53,2,54,1,7,5,1,1,20,6,5,1,2,1,1,3,4,3,0,2,3,1,2,1
3,3,1,1,NA,1,4,5,2,NA,4,6,2,2,7,4,2,4,1,2,4,2,4,5,4,4,85,0,85,0,3,5,1,1,-1,42,2,72,1,6,4,1,2,10,4,5,2,2,5,4,1,2,3,0,2,3,1,2,2
3,3,2,2,NA,6,3,6,3,5,2,5,5,2,6,3,2,4,2,2,4,3,1,3,7,2,15,100,30,85,1,4,2,1,-1,6,2,69,6,6,4,2,1,21,5,4,5,2,5,1,1,4,1,1,2,3,1,2,3
3,3,2,1,NA,7,4,7,4,5,2,4,3,2,4,4,2,1,3,2,4,1,1,3,7,4,15,90,15,80,1,1,2,1,-1,12,3,52,1,2,2,1,1,10,4,1,4,2,1,1,2,4,3,0,1,2,1,2,1
3,3,1,1,NA,1,7,7,1,4,4,7,4,4,1,4,4,4,1,1,2,2,4,5,4,1,85,0,100,0,4,5,1,1,-1,39,2,59,1,3,3,2,2,1,NA,5,2,2,2,4,3,2,2,0,2,3,2,2,2
3,3,3,NA,3,3,5,5,1,3,3,7,1,3,7,3,3,4,2,2,4,3,4,5,1,1,60,0,73,0,1,3,1,1,-1,36,2,30,6,3,3,1,1,10,3,3,1,2,4,4,1,2,3,1,2,3,2,2,3
3,1,3,NA,1,5,7,1,5,2,6,3,1,4,1,3,3,3,3,2,NA,NA,2,5,6,NA,15,60,NA,NA,1,4,NA,NA,-6,31,3,41,1,6,4,1,2,9,5,4,1,2,1,3,NA,3,NA,NA,NA,NA,NA,NA,NA
3,3,2,2,NA,6,2,6,1,7,1,6,5,1,4,2,5,4,1,NA,5,1,1,3,4,1,15,100,40,50,3,1,2,1,-1,48,3,36,1,6,4,1,1,16,6,1,1,2,1,1,1,3,3,0,2,3,2,2,1
3,3,3,NA,3,3,6,6,1,3,2,7,2,3,7,4,4,4,2,3,3,3,4,5,1,1,80,0,85,0,3,5,1,1,-1,12,1,80,1,5,3,1,1,8,3,5,5,2,5,4,1,2,2,0,2,3,1,2,3
3,3,1,2,NA,2,4,7,2,3,2,6,4,1,7,4,3,4,2,2,2,4,4,4,4,1,70,40,70,30,3,4,1,1,-1,42,2,45,3,6,4,1,1,16,4,4,4,2,5,4,3,2,3,0,2,3,2,2,4
3,3,3,NA,2,4,5,4,4,7,6,6,NA,4,3,2,5,1,4,2,2,1,4,5,4,2,60,40,50,70,4,4,NA,NA,-1,48,2,57,1,2,2,5,1,6,NA,4,1,2,1,1,1,1,3,1,2,3,2,2,1
3,3,1,1,NA,1,7,7,3,5,6,4,1,4,4,4,4,4,4,1,5,3,4,5,7,1,100,0,100,0,3,5,1,1,-1,48,2,70,4,2,2,2,2,5,6,5,1,2,5,4,1,2,2,0,2,3,1,2,3
3,3,2,1,NA,7,4,6,4,4,2,5,4,4,4,2,3,4,2,1,5,2,1,5,4,4,50,85,15,85,4,2,2,1,-1,12,3,53,4,3,3,1,2,7,5,2,1,2,3,1,3,4,2,1,1,3,1,2,2
3,3,1,2,NA,2,NA,5,1,5,6,7,1,4,7,4,4,4,1,NA,2,3,4,5,4,1,85,0,95,0,3,5,1,1,-1,6,2,53,4,6,4,1,1,20,2,5,5,2,6,4,1,4,3,0,2,3,2,2,3
3,3,3,NA,3,3,5,6,3,2,2,6,1,3,7,4,4,4,1,3,1,2,4,5,2,1,95,0,90,0,3,5,1,1,-1,16,1,51,1,8,5,1,1,22,2,5,2,2,6,4,1,1,2,0,2,1,2,2,2
3,3,2,1,NA,7,NA,7,6,7,1,7,1,7,1,3,2,1,3,3,4,1,1,3,7,4,0,100,0,100,2,1,2,1,-1,4,3,80,1,6,4,1,1,10,NA,1,5,2,1,1,2,3,1,0,2,3,1,2,1
3,3,1,2,NA,2,6,5,2,1,1,7,5,4,4,4,5,3,1,3,1,3,4,4,4,1,60,0,85,0,3,4,NA,NA,-1,25,4,50,4,2,2,3,2,2,NA,4,5,2,5,4,1,3,1,1,2,1,2,2,3
3,3,3,NA,1,5,3,7,5,6,2,5,5,2,5,2,2,4,2,2,2,1,2,3,7,4,15,100,20,100,2,4,2,1,-1,27,2,57,1,2,2,1,1,18,6,4,3,1,5,1,1,3,1,0,1,3,2,2,1
3,3,2,2,NA,6,2,1,2,7,1,7,5,5,7,1,4,4,1,1,3,4,3,1,2,4,0,5,15,50,5,3,2,1,-1,27,4,41,1,7,5,1,1,18,5,3,4,2,4,3,2,2,2,0,2,3,2,2,4
3,3,2,2,NA,6,4,6,3,4,6,2,2,2,6,2,3,4,1,2,2,2,1,3,7,4,0,85,0,100,1,3,2,1,-1,37,1,37,6,6,4,1,1,17,6,3,4,2,4,1,3,3,1,1,1,3,2,2,2
3,1,3,NA,3,3,7,5,2,2,4,7,1,2,7,NA,4,NA,NA,3,NA,NA,4,5,7,NA,50,20,NA,NA,3,5,NA,NA,-6,25,2,76,4,3,3,3,1,2,3,5,2,2,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA
3,3,3,NA,1,5,NA,2,5,NA,2,6,NA,2,5,1,4,1,2,1,2,2,1,2,4,2,NA,NA,40,80,3,3,2,1,-1,46,4,80,1,2,2,1,2,1,NA,3,1,2,2,1,1,1,2,0,2,3,2,2,2
3,3,3,NA,1,5,5,5,3,6,3,6,3,2,6,3,2,4,1,3,2,1,4,5,4,2,85,15,70,0,2,4,1,1,-1,9,2,63,1,3,3,1,1,21,5,4,5,2,2,4,1,2,1,0,2,3,1,2,1
3,3,2,2,NA,6,4,4,5,4,4,4,4,4,4,4,4,2,4,3,2,1,2,5,4,1,50,100,40,100,3,5,2,1,-1,6,3,80,1,3,3,1,2,10,4,5,3,2,6,1,1,1,1,0,1,3,2,2,1
3,3,1,1,NA,1,NA,6,4,1,3,6,NA,4,4,4,3,4,1,2,5,4,4,5,4,2,85,30,85,40,3,3,1,1,-1,6,3,40,6,3,3,3,2,10,2,3,2,2,1,4,1,4,3,0,2,3,1,2,4
3,1,3,NA,1,5,NA,NA,NA,1,6,1,4,NA,NA,5,3,4,2,2,NA,NA,2,5,4,NA,0,100,NA,NA,2,2,NA,NA,-6,53,2,53,1,1,1,1,2,14,6,2,3,2,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3,3,1,1,NA,1,3,4,6,1,3,7,1,2,7,3,3,4,1,3,2,3,4,5,1,1,85,0,95,0,5,5,1,1,-1,48,2,37,1,3,3,3,1,15,3,5,5,1,6,4,1,3,2,0,2,3,2,2,3
3,3,3,NA,1,5,6,5,3,4,5,3,6,2,5,1,5,4,2,1,5,1,4,5,6,2,15,30,15,30,3,4,NA,NA,-1,51,3,63,1,6,4,1,2,12,6,4,1,2,1,4,3,1,3,0,2,3,2,2,1
3,1,1,2,NA,2,7,7,7,1,1,7,2,2,7,4,3,4,1,2,NA,NA,3,5,4,NA,70,0,NA,NA,4,5,NA,NA,-6,42,1,69,4,2,2,3,1,8,2,5,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,NA,3,3,NA,5,2,5,2,7,3,3,6,4,3,4,1,2,3,2,4,5,4,2,40,15,60,30,3,4,1,1,-1,55,4,29,1,6,4,1,2,14,3,4,4,2,4,4,1,3,2,1,2,3,2,2,2
3,1,1,2,NA,2,4,7,2,5,1,7,2,3,6,4,3,1,3,3,NA,NA,4,5,4,NA,60,30,NA,NA,3,5,NA,NA,-6,27,4,55,6,3,3,1,1,10,3,5,4,1,5,3,NA,3,NA,NA,NA,NA,NA,NA,NA
3,3,3,NA,3,3,5,5,3,4,4,6,3,3,6,3,3,NA,NA,2,5,1,4,5,4,1,85,0,85,0,3,4,1,1,-1,27,2,74,3,3,3,1,2,5,4,4,1,2,5,4,3,1,3,0,2,3,2,2,1
3,3,1,1,NA,1,5,6,1,3,2,7,1,1,7,4,4,4,1,2,5,4,4,5,1,3,100,0,100,0,3,5,1,1,-1,55,1,63,1,5,3,1,2,11,3,5,1,2,6,4,1,1,2,0,2,1,2,2,4
3,3,NA,NA,3,3,5,5,2,3,4,6,4,NA,NA,4,3,NA,NA,2,1,2,4,5,4,2,65,20,75,10,3,4,1,1,-1,26,3,65,6,3,3,1,2,4,NA,4,2,2,6,4,1,2,3,1,2,3,1,2,2
3,3,2,1,NA,7,1,7,4,7,1,7,4,1,5,2,2,4,1,2,3,3,1,3,7,4,0,100,0,100,4,1,2,1,-1,24,2,26,1,3,3,1,1,9,7,1,4,2,1,2,2,4,3,1,2,3,1,2,3
3,3,2,1,NA,7,NA,5,4,6,3,5,NA,3,4,3,2,4,1,1,5,1,2,3,7,2,0,85,30,85,3,2,2,1,-1,20,2,63,1,7,5,1,2,17,6,2,2,2,1,1,3,4,2,0,2,1,1,2,1
3,3,3,NA,2,4,3,7,1,6,1,7,7,1,7,4,5,4,2,1,5,1,3,5,7,1,0,30,0,70,3,1,NA,1,-1,37,2,39,1,6,4,1,1,19,4,1,1,2,5,4,3,4,1,0,2,3,1,2,1
3,3,1,2,NA,2,5,6,2,1,3,6,NA,2,7,4,3,3,2,2,2,2,4,5,2,3,60,15,85,0,3,5,1,1,-1,34,4,56,6,3,3,1,1,15,NA,5,2,1,6,4,1,1,3,1,2,3,1,2,2
3,3,2,2,NA,6,3,6,2,5,3,5,2,3,5,2,5,4,2,2,4,2,3,4,4,4,20,60,40,55,2,3,2,1,-1,8,3,28,6,5,3,1,2,9,4,3,2,2,4,3,3,2,2,1,2,1,2,2,2
3,1,1,1,NA,1,7,6,1,1,2,7,1,1,7,4,5,4,1,3,NA,NA,4,5,1,NA,90,0,NA,NA,4,5,NA,NA,-6,49,1,50,1,6,4,1,2,21,2,5,3,2,6,4,NA,1,NA,NA,NA,NA,NA,NA,NA
3,3,1,2,NA,2,3,7,2,4,1,7,2,3,7,4,2,4,2,3,3,2,4,5,1,4,85,15,75,5,2,4,1,1,-1,6,1,45,1,8,5,3,1,22,4,4,4,1,5,2,1,4,3,0,2,3,1,2,2
3,3,3,NA,2,4,NA,6,1,2,4,7,1,3,7,2,2,4,2,NA,2,1,4,5,4,3,50,50,40,30,3,3,NA,NA,-1,24,4,35,6,3,3,3,1,11,NA,3,1,2,1,3,3,3,2,1,1,3,2,2,1
3,3,2,1,NA,7,3,6,3,4,6,3,4,3,5,3,3,3,2,2,5,1,1,NA,7,1,0,100,0,100,3,5,2,1,-1,20,4,73,3,4,3,1,2,2,4,5,1,2,1,1,3,4,3,0,2,3,1,2,1
3,3,3,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,1,NA,NA,NA,0,100,0,100,NA,3,NA,NA,-1,10,4,37,4,2,2,1,2,3,NA,3,NA,2,NA,1,NA,NA,NA,0,2,3,2,2,NA
3,3,3,NA,2,4,5,3,5,3,7,3,NA,2,4,3,3,4,1,2,5,2,2,3,4,4,40,70,40,85,4,5,NA,NA,-1,35,2,53,1,6,4,3,2,14,5,5,1,2,1,2,3,4,1,0,2,3,2,2,2
3,3,1,1,NA,1,7,5,1,1,3,7,2,2,6,4,4,3,1,3,2,2,4,5,6,1,85,0,85,0,4,5,1,1,-1,4,3,27,6,3,3,6,2,15,2,5,5,2,4,4,1,4,2,0,2,1,2,2,2
3,3,2,1,NA,7,NA,1,7,NA,7,7,NA,1,1,1,5,4,1,1,3,3,1,1,4,4,0,100,0,100,4,1,2,1,-1,19,2,45,1,2,2,1,1,14,7,1,1,2,2,1,3,4,3,0,1,3,1,2,3
3,1,1,1,NA,1,6,6,1,1,2,7,1,1,7,4,5,4,1,2,NA,NA,4,5,4,NA,85,0,NA,NA,2,5,NA,NA,-7,37,2,45,6,7,5,2,2,15,1,5,2,2,5,4,NA,1,NA,NA,NA,NA,NA,NA,NA
3,3,1,2,NA,2,4,7,3,3,7,7,3,4,3,4,3,3,4,2,2,2,2,4,7,4,50,70,50,100,4,5,NA,NA,-1,37,2,40,6,5,3,1,2,1,4,5,3,2,2,1,3,4,1,1,2,1,2,2,2
3,3,1,2,NA,2,NA,5,2,4,3,3,4,4,4,4,5,4,1,3,5,5,4,5,4,4,35,0,65,0,3,3,1,1,-1,6,2,32,6,3,3,4,1,1,NA,3,3,2,2,4,2,4,2,1,1,3,2,2,5
3,3,3,NA,1,5,1,7,3,7,1,5,7,1,7,1,5,4,2,1,5,3,1,3,7,2,0,100,0,100,2,1,2,1,-1,41,1,58,1,7,5,6,1,21,7,1,2,1,1,1,2,4,3,1,1,3,1,2,3
3,3,1,2,NA,2,7,7,7,1,1,7,1,1,7,4,1,4,2,1,1,2,4,5,6,1,80,50,85,15,4,3,1,1,-1,12,2,70,4,3,3,2,1,3,4,3,1,2,1,4,3,2,3,0,1,3,2,2,2
3,3,3,NA,1,5,3,3,1,4,3,7,5,3,7,4,2,4,1,3,2,2,4,5,4,4,60,15,60,0,3,2,1,1,-1,12,2,78,1,8,5,3,1,17,5,2,4,2,5,4,1,3,1,1,2,3,2,2,2
3,3,2,1,NA,7,4,1,4,3,1,5,3,1,5,2,5,4,2,1,5,3,1,3,7,NA,0,100,15,100,3,2,NA,NA,-1,12,1,71,4,6,4,1,2,NA,6,2,1,2,1,1,3,NA,3,NA,2,3,NA,NA,3
3,3,3,NA,3,3,4,4,1,4,4,7,3,3,7,4,4,4,1,2,2,4,4,5,1,1,70,0,70,0,3,5,1,1,-1,49,3,58,4,6,4,1,2,15,4,5,4,2,5,4,1,2,2,0,2,1,2,2,4
3,3,NA,NA,3,3,6,7,1,3,3,7,1,1,7,4,4,4,1,1,2,2,4,5,4,1,100,0,70,0,3,5,1,1,-1,39,4,62,1,2,2,1,2,20,5,5,1,2,5,4,1,1,2,0,2,3,1,2,2
3,3,2,2,NA,6,3,7,4,7,1,7,3,4,5,4,4,3,2,3,2,1,2,3,7,4,30,70,30,60,2,2,2,1,-1,27,2,27,6,6,4,1,1,22,6,2,5,1,2,1,3,4,3,1,2,3,1,2,1
3,3,3,NA,2,4,NA,7,7,NA,4,4,NA,4,7,3,4,3,4,3,1,3,4,5,4,1,0,0,50,30,1,3,NA,NA,-1,48,4,23,6,3,3,3,1,22,NA,3,2,2,5,4,3,3,1,0,2,3,2,2,3
3,3,1,1,NA,1,6,6,2,2,4,7,NA,4,7,4,5,4,2,NA,1,3,4,5,1,1,60,0,73,0,3,5,1,1,-1,17,4,41,6,7,5,1,2,22,2,5,5,2,4,4,1,2,2,0,2,1,2,2,3
3,3,3,NA,1,5,NA,7,4,5,2,4,4,2,5,2,5,4,2,3,5,3,4,1,7,6,15,60,30,30,5,5,NA,1,-1,29,4,57,4,6,4,5,1,6,3,5,4,2,1,2,2,4,1,0,1,3,2,2,3
3,3,3,NA,1,5,5,7,4,7,1,7,6,1,7,4,3,4,2,2,5,2,1,3,7,4,15,100,1,100,2,2,2,1,-1,17,1,45,1,4,3,1,2,18,5,2,2,2,4,1,3,3,2,0,1,3,1,2,2
3,3,3,NA,2,4,NA,4,4,1,3,2,1,3,4,2,2,1,3,2,1,2,2,4,6,3,30,85,0,NA,3,2,2,1,-1,48,2,57,1,2,2,1,1,18,NA,2,4,2,1,1,3,4,2,0,1,3,1,2,2
3,3,2,1,NA,7,4,7,4,7,1,7,7,1,7,2,5,4,1,2,2,3,2,4,7,2,20,70,0,100,4,1,2,1,-1,22,4,26,1,2,2,1,1,10,4,1,3,2,2,4,3,3,2,0,2,3,1,2,3
3,3,1,2,NA,2,7,7,7,NA,4,1,NA,4,6,4,2,2,2,3,3,2,4,5,4,1,50,NA,85,0,3,2,NA,NA,-1,17,2,66,4,1,1,1,1,17,NA,2,5,2,5,4,1,2,2,1,2,3,2,2,2
3,3,1,1,NA,1,6,7,1,1,1,7,1,1,7,4,5,4,1,2,1,2,4,5,4,1,100,0,100,0,5,5,1,1,-1,12,1,63,1,1,1,1,2,4,2,5,5,2,6,4,1,1,2,0,2,3,1,2,2
3,3,3,NA,3,3,5,5,1,4,4,7,2,2,7,4,2,4,4,2,5,2,4,5,4,1,100,0,100,40,3,5,1,1,-1,48,2,65,1,4,3,3,1,15,4,5,1,2,5,3,1,1,3,1,2,3,1,2,2
3,3,1,1,NA,1,5,5,1,3,4,7,2,3,7,4,4,4,1,3,2,5,3,5,2,1,85,0,90,0,2,5,1,1,-1,10,2,63,1,7,5,1,2,20,1,5,5,2,5,4,1,1,2,0,2,1,2,2,5
3,3,1,2,NA,2,4,6,1,4,3,7,2,2,7,4,3,3,1,2,3,3,4,5,4,4,70,0,70,0,3,5,1,1,-1,16,2,34,1,4,3,1,2,13,4,5,3,2,3,4,3,2,2,0,2,3,2,2,3
3,3,3,NA,3,3,6,5,1,2,2,7,1,2,7,4,4,4,1,3,2,4,4,5,1,2,90,0,85,0,4,5,1,1,-1,39,2,60,6,6,4,2,1,6,2,5,5,2,5,4,1,2,2,1,2,1,2,2,4
3,3,1,1,NA,1,NA,7,4,NA,4,4,1,4,1,4,3,4,4,2,3,3,4,5,4,4,70,0,85,0,3,4,NA,2,-1,17,1,50,1,4,3,1,2,22,NA,4,3,1,1,1,3,2,3,1,2,3,1,2,3
3,3,2,1,NA,7,4,7,4,6,1,4,5,3,6,4,2,4,2,2,4,2,1,4,7,2,15,85,0,100,3,2,2,1,-1,51,1,45,1,2,2,1,2,NA,6,2,3,2,1,1,3,4,1,0,2,3,1,2,2
3,3,1,2,NA,2,7,4,2,4,3,6,1,2,7,4,3,3,1,NA,1,4,4,5,4,1,60,0,60,0,1,4,1,1,-1,48,2,34,6,6,4,2,1,11,3,4,2,2,1,4,1,1,3,0,2,3,2,2,4
